shooter_id,date,rifle_id,range_yd,mv_fps,mv_sd,wind_mph,wind_dir_deg,DA_ft,temp_F,pressure_inHg,rh_pct,group_moa,target_size_moa,shot_id,outcome,true_prob,rest_bipod,rest_offhand,rest_prone_bag,rest_tripod,range_sq,wind_sq,range_x_wind,group_x_range,range_x_target,wind_cross_mph,wind_head_mph
josh,2025-11-01,6.5PRC,1000,2754.7,10.6,46.8,305,7929,63.4,24.81,13.6,1.29,0.75,2025-11-01-0301,0,0.0414,False,False,False,False,1000000,2190.24,46800.0,1290.0,750.0,26.843377221228952,-38.336315672724815
josh,2025-10-30,7mmPRC,700,2993.5,9.2,14.4,77,8816,46.6,25.21,5.5,0.69,1.5,2025-10-30-0409,1,0.6775,False,False,True,False,490000,207.36,10080.0,482.99999999999994,1050.0,3.239295182551655,14.030928932907388
not josh,2025-09-06,6.5PRC,900,2762.9,9.0,66.6,42,7814,46.6,24.75,17.0,0.81,0.5,2025-09-06-0336,0,0.0184,False,False,True,False,810000,4435.5599999999995,59939.99999999999,729.0,450.0,49.493445376794455,44.56409838349995
not josh,2025-09-25,7mmPRC,500,2994.7,10.0,75.0,15,8544,46.9,24.85,11.5,0.81,0.5,2025-09-25-0387,0,0.0551,False,False,False,False,250000,5625.0,37500.0,405.0,250.0,72.44443697168012,19.411428382689056
josh,2025-09-20,6.5PRC,900,2730.8,11.8,64.2,329,7952,46.9,24.82,11.0,0.88,0.5,2025-09-20-0327,0,0.022,True,False,False,False,810000,4121.64,57780.0,792.0,450.0,55.0301407050756,-33.0654444092255
not josh,2025-09-14,7mmPRC,500,2993.9,4.9,36.6,65,7554,63.6,24.7,5.1,1.07,0.5,2025-09-14-0302,1,0.3511,True,False,False,False,250000,1339.5600000000002,18300.0,535.0,250.0,15.4678283797096,33.17086500554139
josh,2025-09-02,7mmPRC,1000,2986.6,6.1,41.4,12,8267,64.9,25.18,13.3,0.84,1.5,2025-09-02-0227,0,0.1064,True,False,False,False,1000000,1713.9599999999998,41400.0,840.0,1500.0,40.49531067037955,8.607543999855237
josh,2025-09-01,7mmPRC,600,2992.8,6.6,69.6,99,8013,47.0,24.69,30.7,0.82,0.75,2025-09-01-0516,0,0.0876,False,False,False,False,360000,4844.159999999999,41760.0,491.99999999999994,450.0,-10.887838766800064,68.74310850542159
not josh,2025-09-27,6.5PRC,400,2750.5,9.1,73.2,195,7597,47.1,24.9,5.0,1.03,1.5,2025-09-27-0060,1,0.1063,False,False,False,False,160000,5358.240000000001,29280.0,412.0,600.0,-70.7057704843598,-18.945554101504523
not josh,2025-09-30,6.5PRC,500,2745.6,9.2,12.0,69,7504,47.1,25.29,38.0,0.87,1.0,2025-09-30-0078,1,0.7159,True,False,False,False,250000,144.0,6000.0,435.0,500.0,4.300415394543604,11.202965117966421
not josh,2025-10-06,6.5PRC,800,2762.9,10.3,30.0,115,8152,47.1,24.72,25.2,0.73,1.0,2025-10-06-0501,0,0.2292,False,False,True,False,640000,900.0,24000.0,584.0,800.0,-12.67854785222098,27.189233611099503
josh,2025-10-23,6.5PRC,500,2756.7,5.6,21.6,145,7549,47.2,24.78,26.1,1.2,2.0,2025-10-23-0329,0,0.7448,False,False,True,False,250000,466.56000000000006,10800.0,600.0,1000.0,-17.693684156642227,12.389251025182594
josh,2025-09-13,6.5PRC,700,2771.4,11.1,71.4,308,7582,47.2,24.89,29.9,0.96,1.0,2025-09-13-0098,0,0.0421,False,False,False,False,490000,5097.960000000001,49980.00000000001,672.0,700.0,43.958229338252025,-56.26396780751994
josh,2025-09-01,7mmPRC,800,3008.5,7.2,73.2,64,8732,47.2,24.76,23.9,0.68,1.0,2025-09-01-0491,0,0.0338,True,False,False,False,640000,5358.240000000001,58560.0,544.0,800.0,32.08876794496047,65.79172418909903
josh,2025-09-13,7mmPRC,600,3003.8,1.8,29.4,105,7694,47.6,24.85,18.2,0.8,0.5,2025-09-13-0036,0,0.5586,False,False,False,False,360000,864.3599999999999,17640.0,480.0,300.0,-7.609279926014112,28.398219292898606
josh,2025-10-25,6.5PRC,900,2727.5,6.6,48.0,64,7677,65.9,24.56,27.1,0.71,1.0,2025-10-25-0259,0,0.0936,True,False,False,False,810000,2304.0,43200.0,639.0,900.0,21.04181504587572,43.14211422236002
josh,2025-10-08,6.5PRC,400,2743.4,9.5,80.4,307,8239,47.7,24.79,20.9,0.75,1.5,2025-10-08-0176,0,0.1079,False,False,True,False,160000,6464.160000000001,32160.000000000004,300.0,600.0,48.385927861424655,-64.21029500780237
not josh,2025-09-04,7mmPRC,300,2977.6,9.7,13.8,134,8333,47.9,24.54,27.1,0.9,1.0,2025-09-04-0041,1,0.8331,True,False,False,False,90000,190.44000000000003,4140.0,270.0,300.0,-9.586285512334165,9.926889244673385
josh,2025-10-20,7mmPRC,800,2993.4,4.1,1.2,212,8295,47.9,24.4,25.4,1.27,0.5,2025-10-20-0282,0,0.6532,False,False,True,False,640000,1.44,960.0,1016.0,400.0,-1.0176577153877113,-0.6359031170798457
josh,2025-09-18,6.5PRC,900,2763.6,8.9,56.4,51,7503,66.8,24.8,12.5,0.9,1.0,2025-09-18-0075,0,0.0464,True,False,False,False,810000,3180.96,50760.0,810.0,900.0,35.493670055210835,43.83103222617316
josh,2025-09-21,6.5PRC,700,2741.9,3.8,78.6,289,7607,48.0,24.56,18.0,1.3,1.0,2025-09-21-0414,0,0.0271,True,False,False,False,490000,6177.959999999999,55019.99999999999,910.0,700.0,25.589656940332485,-74.3177600421063
josh,2025-10-21,6.5PRC,600,2744.6,10.6,3.0,76,7829,48.1,24.76,5.0,1.03,1.0,2025-10-21-0539,1,0.7696,True,False,False,False,360000,9.0,1800.0,618.0,600.0,0.725765686799003,2.9108871788279895
josh,2025-09-02,6.5PRC,800,2732.2,10.3,29.4,182,7825,48.1,24.58,22.3,0.98,1.5,2025-09-02-0149,0,0.2783,True,False,False,False,640000,864.3599999999999,23520.0,784.0,1200.0,-29.382090314361413,-1.0260452030535263
not josh,2025-10-07,6.5PRC,400,2745.9,7.3,12.6,2,7989,48.2,25.41,9.1,0.7,1.0,2025-10-07-0192,1,0.8179,True,False,False,False,160000,158.76,5040.0,280.0,400.0,12.592324420440606,0.4397336584515122
josh,2025-10-31,7mmPRC,600,3004.0,11.8,58.8,132,8478,71.3,24.71,6.6,0.93,0.75,2025-10-31-0253,0,0.1108,False,False,True,False,360000,3457.4399999999996,35280.0,558.0,450.0,-39.34487965390086,43.69691573807078
josh,2025-10-21,6.5PRC,400,2767.7,11.5,16.8,93,8001,48.4,24.68,23.1,0.85,1.0,2025-10-21-0117,1,0.7788,True,False,False,False,160000,282.24,6720.0,340.0,400.0,-0.8792440648814566,16.77697618387684
josh,2025-10-07,7mmPRC,700,2987.7,8.8,9.0,125,8623,48.4,25.01,13.8,0.72,1.0,2025-10-07-0418,1,0.666,False,False,False,True,490000,81.0,6300.0,504.0,700.0,-5.162187927159415,7.372368398600925
not josh,2025-10-29,6.5PRC,800,2755.9,10.4,57.6,313,7541,72.9,24.58,28.4,1.19,1.0,2025-10-29-0181,0,0.0393,False,False,True,False,640000,3317.76,46080.0,952.0,800.0,39.28310553959992,-42.12597321326421
josh,2025-10-01,6.5PRC,700,2753.5,12.8,63.6,65,8374,48.5,24.52,10.1,1.08,2.0,2025-10-01-0137,1,0.0675,True,False,False,False,490000,4044.96,44520.0,756.0,1400.0,26.878521446708486,57.64117525553094
josh,2025-10-04,6.5PRC,800,2745.2,5.9,42.6,267,7861,73.8,24.57,24.0,0.95,0.5,2025-10-04-0460,1,0.1475,False,False,True,False,640000,1814.7600000000002,34080.0,760.0,400.0,-2.2295117359494276,-42.541618180544845
josh,2025-10-18,6.5PRC,500,2736.3,6.9,45.6,319,7951,75.9,24.92,20.7,0.8,0.75,2025-10-18-0280,0,0.2608,False,True,False,False,250000,2079.36,22800.0,400.0,375.0,34.4147568581584,-29.916291721967138
josh,2025-10-21,7mmPRC,700,2993.6,10.7,45.0,338,8163,80.7,25.04,24.8,1.19,1.5,2025-10-21-0283,1,0.1797,False,False,True,False,490000,2025.0,31500.0,833.0,1050.0,41.72327345550543,-16.857296703716056
josh,2025-10-15,6.5PRC,700,2747.3,10.0,9.0,131,7742,48.7,24.98,30.0,1.07,1.5,2025-10-15-0528,1,0.6732,False,False,True,False,490000,81.0,6300.0,749.0,1050.0,-5.904531260914564,6.792386222004949
not josh,2025-10-15,7mmPRC,500,2983.0,8.2,48.0,272,8343,81.6,24.95,29.6,1.14,0.75,2025-10-15-0393,1,0.1939,True,False,False,False,250000,2304.0,24000.0,570.0,375.0,1.6751758417200615,-47.970759696916595
josh,2025-10-09,6.5PRC,800,2744.0,8.7,36.6,242,8037,82.5,24.71,15.8,1.01,0.5,2025-10-09-0046,0,0.1713,False,False,True,False,640000,1339.5600000000002,29280.0,808.0,400.0,-17.182659197963602,-32.31588189863673
not josh,2025-10-12,7mmPRC,600,2980.8,7.5,5.4,109,7872,48.9,24.81,10.5,0.75,0.75,2025-10-12-0370,1,0.7576,False,False,True,False,360000,29.160000000000004,3240.0,450.0,450.0,-1.758068034068646,5.1058003082363115
josh,2025-11-03,7mmPRC,900,2981.3,9.9,45.6,181,8827,83.6,24.88,12.4,0.63,0.5,2025-11-03-0018,0,0.0977,False,False,False,False,810000,2079.36,41040.0,567.0,450.0,-45.593054899131445,-0.7958297335401339
josh,2025-09-21,7mmPRC,800,2989.3,13.2,63.0,350,8944,49.0,24.6,32.2,0.61,1.0,2025-09-21-0544,0,0.0525,False,False,True,False,640000,3969.0,50400.0,488.0,800.0,62.04288843976911,-10.939835193016615
not josh,2025-10-10,6.5PRC,600,2768.1,13.4,43.5,61,7740,20.0,24.73,6.5,0.99,1.5,2025-10-10-0584,0,0.1847,True,False,False,False,360000,1892.25,26100.0,594.0,900.0,21.089218480715665,38.04595726056372
not josh,2025-10-29,7mmPRC,800,2991.5,9.4,67.8,202,8182,49.1,24.72,26.3,0.85,1.0,2025-10-29-0067,0,0.0271,True,False,False,False,640000,4596.839999999999,54240.0,680.0,800.0,-62.863065339628186,-25.398327033598832
not josh,2025-11-01,7mmPRC,800,3010.8,7.4,8.4,208,8469,49.1,25.02,12.7,0.74,1.5,2025-11-01-0534,0,0.5582,False,False,False,True,640000,70.56,6720.0,592.0,1200.0,-7.416759780014986,-3.9435611274014835
josh,2025-09-06,6.5PRC,500,2756.8,12.1,15.0,36,7505,49.2,24.73,6.4,0.67,1.5,2025-09-06-0214,0,0.7752,True,False,False,False,250000,225.0,7500.0,335.0,750.0,12.135254915624213,8.816778784387097
josh,2025-09-06,6.5PRC,500,2735.7,9.7,77.4,237,7979,49.3,24.94,5.0,0.8,0.5,2025-09-06-0578,0,0.0614,False,False,True,False,250000,5990.760000000001,38700.0,400.0,250.0,-42.15506131016309,-64.91310195897583
josh,2025-09-07,7mmPRC,800,2988.3,5.7,82.2,163,8317,49.4,24.78,25.1,0.8,1.0,2025-09-07-0446,1,0.0198,True,False,False,False,640000,6756.84,65760.0,640.0,800.0,-78.60825094016153,24.03295412820895
josh,2025-10-26,7mmPRC,800,3005.2,7.4,54.0,67,8183,34.5,25.09,18.6,1.0,1.5,2025-10-26-0296,0,0.0944,True,False,False,False,640000,2916.0,43200.0,800.0,1200.0,21.09948093842078,49.70726208643178
josh,2025-10-02,7mmPRC,700,2997.1,7.7,71.4,145,8284,49.5,24.63,5.0,0.91,1.5,2025-10-02-0161,0,0.0597,False,False,True,False,490000,5097.960000000001,49980.00000000001,637.0,1050.0,-58.48745596223403,40.953357555464684
josh,2025-10-20,7mmPRC,500,2973.3,13.4,49.8,34,8441,35.3,25.09,27.9,0.84,0.75,2025-10-20-0242,0,0.2388,False,False,True,False,250000,2480.0399999999995,24900.0,420.0,375.0,41.28607111324108,27.847806592843195
josh,2025-10-29,6.5PRC,400,2749.6,6.6,15.6,353,7676,49.7,24.66,16.7,0.93,1.0,2025-10-29-0550,1,0.8348,False,False,True,False,160000,243.35999999999999,6240.0,372.0,400.0,15.483719965604624,-1.9011617571202968
josh,2025-10-19,6.5PRC,700,2761.0,9.0,73.8,207,7463,49.8,24.88,31.7,1.28,1.0,2025-10-19-0487,0,0.0201,False,True,False,False,490000,5446.44,51660.0,896.0,700.0,-65.75628148510155,-33.50449888077854
not josh,2025-09-29,7mmPRC,900,2995.6,5.4,35.4,300,8780,38.7,24.57,29.4,0.76,0.75,2025-09-29-0596,0,0.1344,True,False,False,False,810000,1253.1599999999999,31860.0,684.0,675.0,17.700000000000003,-30.657299293969125
not josh,2025-10-12,6.5PRC,800,2741.2,10.1,9.6,136,8222,49.8,25.21,19.7,1.16,0.75,2025-10-12-0199,0,0.4092,False,False,True,False,640000,92.16,7680.0,927.9999999999999,600.0,-6.905662083251053,6.668720356406372
not josh,2025-09-19,6.5PRC,500,2747.7,16.3,81.6,356,7277,50.0,24.67,19.2,0.94,0.75,2025-09-19-0348,0,0.021,False,False,False,True,250000,6658.5599999999995,40800.0,470.0,375.0,81.40122650120165,-5.692128257520651
josh,2025-11-01,6.5PRC,500,2746.0,12.5,52.2,274,7405,38.8,25.02,32.0,1.01,0.75,2025-11-01-0331,0,0.1659,False,False,False,True,250000,2724.84,26100.0,505.0,375.0,3.6412879294433367,-52.07284342356283
not josh,2025-09-05,6.5PRC,400,2740.6,15.5,21.0,248,8198,50.2,25.2,25.9,0.75,1.5,2025-09-05-0208,1,0.6745,True,False,False,False,160000,441.0,8400.0,300.0,600.0,-7.866738461734158,-19.470860945902533
josh,2025-10-10,7mmPRC,500,2992.8,11.2,57.0,342,8389,38.9,24.87,17.0,0.75,2.0,2025-10-10-0066,1,0.2534,True,False,False,False,250000,3249.0,28500.0,375.0,1000.0,54.21022142882375,-17.613968679372018
josh,2025-09-28,6.5PRC,400,2772.9,12.5,37.8,311,8045,39.0,24.61,23.3,0.52,1.0,2025-09-28-0298,0,0.5448,True,False,False,False,160000,1428.8399999999997,15119.999999999998,208.0,400.0,24.799031295841164,-28.528022132420787
josh,2025-10-22,7mmPRC,600,3000.0,10.1,83.4,14,7843,50.4,24.61,16.1,0.57,0.5,2025-10-22-0008,1,0.0353,False,False,True,False,360000,6955.560000000001,50040.0,341.99999999999994,300.0,80.92266357141811,20.17628609301229
josh,2025-10-10,6.5PRC,800,2738.6,13.8,61.2,89,7898,50.5,24.89,9.1,1.08,1.0,2025-10-10-0543,0,0.0362,True,False,False,False,640000,3745.4400000000005,48960.0,864.0,800.0,1.0680872739617562,61.19067894357115
not josh,2025-10-02,7mmPRC,400,2961.7,14.6,44.4,227,8374,39.3,24.71,13.3,1.14,1.5,2025-10-02-0324,1,0.3173,False,False,True,False,160000,1971.36,17760.0,455.99999999999994,600.0,-30.280727186774936,-32.47210435189117
not josh,2025-10-19,7mmPRC,500,2976.2,4.6,33.0,3,7784,39.3,24.92,20.0,0.75,0.75,2025-10-19-0531,1,0.4572,False,False,False,True,250000,1089.0,16500.0,375.0,375.0,32.95477464690094,1.7270865560171464
josh,2025-09-20,6.5PRC,300,2758.8,8.0,22.8,348,7629,50.7,24.96,29.8,0.92,1.5,2025-09-20-0191,1,0.832,True,False,False,False,90000,519.84,6840.0,276.0,450.0,22.301765296730768,-4.740386550644925
josh,2025-09-21,6.5PRC,400,2759.3,11.3,39.0,111,7759,39.4,24.75,17.3,1.0,1.0,2025-09-21-0017,1,0.4581,True,False,False,False,160000,1521.0,15600.0,400.0,400.0,-13.97635003226671,36.40963663339087
josh,2025-09-24,7mmPRC,900,2994.6,14.2,66.6,287,8564,50.8,24.7,17.6,0.82,1.0,2025-09-24-0444,0,0.0252,False,False,False,False,810000,4435.5599999999995,59939.99999999999,738.0,900.0,19.471955534534263,-63.68989674713816
josh,2025-09-22,6.5PRC,600,2755.1,14.6,52.2,238,7432,39.5,25.13,37.2,0.91,1.0,2025-09-22-0012,0,0.1345,True,False,False,False,360000,2724.84,31320.0,546.0,600.0,-27.661785592973303,-44.26811061936544
josh,2025-10-29,7mmPRC,800,2963.6,4.5,45.0,85,8058,40.1,25.19,23.1,0.94,0.75,2025-10-29-0294,0,0.1423,True,False,False,False,640000,2025.0,36000.0,752.0,600.0,3.922008423644616,44.82876141412855
josh,2025-09-05,6.5PRC,500,2752.0,13.9,28.2,89,7793,51.2,24.85,10.5,0.91,0.75,2025-09-05-0178,0,0.5188,False,False,False,False,250000,795.24,14100.0,455.0,375.0,0.49215786153139746,28.195705003410232
josh,2025-09-29,6.5PRC,700,2756.6,11.2,10.2,124,7582,51.3,24.73,6.2,0.82,0.75,2025-09-29-0104,1,0.5995,True,False,False,False,490000,104.03999999999999,7139.999999999999,574.0,525.0,-5.703767615401616,8.456183240061424
josh,2025-09-28,6.5PRC,400,2751.1,8.8,90.0,37,7451,51.5,24.62,14.4,1.16,1.0,2025-09-28-0519,0,0.0351,False,False,False,True,160000,8100.0,36000.0,463.99999999999994,400.0,71.87719590425635,54.163352083684345
not josh,2025-09-30,7mmPRC,300,3007.5,10.1,27.6,307,7994,51.6,24.87,33.4,1.06,1.0,2025-09-30-0279,1,0.6565,True,False,False,False,90000,761.7600000000001,8280.0,318.0,300.0,16.610094638996525,-22.04234007730529
josh,2025-11-04,6.5PRC,400,2771.7,9.5,42.0,114,7748,40.3,24.59,14.7,1.18,1.0,2025-11-04-0420,1,0.4051,True,False,False,False,160000,1764.0,16800.0,472.0,400.0,-17.08293900918361,38.36890922098924
not josh,2025-09-04,7mmPRC,500,2990.2,5.9,36.0,142,7836,40.8,24.88,8.8,0.91,0.5,2025-09-04-0260,1,0.3507,False,False,False,True,250000,1296.0,18000.0,455.0,250.0,-28.368387129841988,22.1638131117237
josh,2025-10-18,7mmPRC,400,2967.3,9.4,3.0,115,7803,51.9,24.63,24.0,0.91,1.5,2025-10-18-0193,0,0.9139,True,False,False,False,160000,9.0,1200.0,364.0,600.0,-1.267854785222098,2.71892336110995
josh,2025-10-17,7mmPRC,300,2977.8,11.7,15.3,218,8267,40.9,24.67,13.2,1.03,1.0,2025-10-17-0196,1,0.852,False,False,True,False,90000,234.09000000000003,4590.0,309.0,300.0,-12.056564530182847,-9.41962057248257
josh,2025-09-06,7mmPRC,600,2996.1,11.9,54.3,56,8082,51.9,24.58,22.1,0.89,1.0,2025-09-06-0392,1,0.1416,True,False,False,False,360000,2948.49,32580.0,534.0,600.0,30.36417465846155,45.01674018973876
not josh,2025-09-22,6.5PRC,700,2758.4,10.3,15.0,115,7542,51.9,24.91,10.4,1.04,1.5,2025-09-22-0070,1,0.5238,False,False,False,False,490000,225.0,10500.0,728.0,1050.0,-6.33927392611049,13.594616805549752
josh,2025-10-02,6.5PRC,800,2746.4,10.2,15.6,234,8096,42.3,24.96,18.1,1.18,1.0,2025-10-02-0021,1,0.3929,True,False,False,False,640000,243.35999999999999,12480.0,944.0,800.0,-9.169449935762582,-12.620665112249178
josh,2025-10-13,6.5PRC,700,2753.3,6.6,18.3,142,8231,42.6,24.38,5.0,0.96,1.0,2025-10-13-0055,1,0.5589,False,False,True,False,490000,334.89000000000004,12810.0,672.0,700.0,-14.420596791003012,11.266604998459549
josh,2025-10-19,7mmPRC,500,3014.5,7.4,34.2,23,8524,52.2,24.65,27.4,0.96,1.0,2025-10-19-0532,1,0.4951,True,False,False,False,250000,1169.64,17100.0,480.0,500.0,31.481265988073464,13.363004594333164
not josh,2025-10-11,7mmPRC,500,2995.0,8.2,22.8,28,8428,43.0,24.84,27.0,0.49,0.5,2025-10-11-0594,1,0.6118,True,False,False,False,250000,519.84,11400.0,245.0,250.0,20.131205117183537,10.703951631518311
not josh,2025-10-06,7mmPRC,500,2986.9,11.6,26.7,142,8270,43.1,24.61,41.4,0.81,1.0,2025-10-06-0257,0,0.5005,True,False,False,False,250000,712.89,13350.0,405.0,500.0,-21.039887121299476,16.438161391195077
josh,2025-09-16,7mmPRC,500,2988.8,8.9,26.7,90,8484,43.3,24.57,9.1,0.91,1.0,2025-09-16-0059,1,0.5964,True,False,False,False,250000,712.89,13350.0,455.0,500.0,1.6349034768617164e-15,26.7
josh,2025-10-04,7mmPRC,500,3004.0,11.8,54.9,262,7974,52.4,24.74,15.1,0.67,1.0,2025-10-04-0154,0,0.2178,True,False,False,False,250000,3014.0099999999998,27450.0,335.0,500.0,-7.640603242707614,-54.36571697391221
not josh,2025-09-17,6.5PRC,500,2754.1,7.7,24.3,145,7017,43.7,24.81,28.5,0.56,1.0,2025-09-17-0416,1,0.6174,True,False,False,False,250000,590.49,12150.0,280.0,500.0,-19.905394676222503,13.937907403330417
not josh,2025-10-20,6.5PRC,600,2748.0,4.7,25.2,173,8174,43.7,24.87,10.8,0.82,0.5,2025-10-20-0093,0,0.4794,False,False,True,False,360000,635.04,15120.0,491.99999999999994,300.0,-25.012163021361314,3.0711074538097183
josh,2025-10-01,6.5PRC,500,2757.4,5.6,18.6,114,8252,43.9,24.97,15.2,1.06,0.75,2025-10-01-0217,1,0.7133,False,False,True,False,250000,345.96000000000004,9300.0,530.0,375.0,-7.5653015612098855,16.991945512152377
josh,2025-10-30,7mmPRC,900,2975.7,4.0,21.3,216,7759,45.0,24.72,6.6,0.93,1.0,2025-10-30-0350,0,0.3648,False,False,True,False,810000,453.69000000000005,19170.0,837.0,900.0,-17.23206198018638,-12.519825873829676
josh,2025-10-08,6.5PRC,800,2752.5,11.8,16.5,172,8013,46.4,24.69,14.7,0.74,1.5,2025-10-08-0484,0,0.4785,True,False,False,False,640000,272.25,13200.0,592.0,1200.0,-16.33942313423591,2.296356165841078
josh,2025-10-29,7mmPRC,800,2978.9,5.9,23.4,122,8172,46.5,24.74,32.3,0.69,0.75,2025-10-29-0150,0,0.4267,False,False,True,False,640000,547.56,18720.0,552.0,600.0,-12.400110783056991,19.844325450060367
josh,2025-09-20,7mmPRC,400,3001.5,9.8,22.2,336,8124,47.0,24.96,34.9,0.74,0.75,2025-09-20-0588,1,0.7402,True,False,False,False,160000,492.84,8880.0,296.0,300.0,20.28070915966574,-9.029553476282763
josh,2025-10-06,6.5PRC,700,2746.4,13.1,1.8,114,7685,52.8,24.99,19.6,1.31,1.5,2025-10-06-0514,1,0.6752,True,False,False,False,490000,3.24,1260.0,917.0,1050.0,-0.7321259575364405,1.6443818237566816
josh,2025-10-12,6.5PRC,700,2744.6,8.5,42.6,276,7598,52.9,24.48,12.4,0.61,1.0,2025-10-12-0251,0,0.2552,False,False,True,False,490000,1814.7600000000002,29820.0,427.0,700.0,4.452912535202017,-42.366632742688445
josh,2025-09-11,6.5PRC,500,2757.9,12.2,20.7,156,7521,47.0,24.47,22.4,0.93,2.0,2025-09-11-0096,1,0.7279,False,False,True,False,250000,428.48999999999995,10350.0,465.0,1000.0,-18.910390973201835,8.419448511669069
not josh,2025-10-26,6.5PRC,400,2777.9,9.4,0.0,342,8281,53.1,24.82,33.1,0.63,1.0,2025-10-26-0025,1,0.9005,True,False,False,False,160000,0.0,0.0,252.0,400.0,0.0,-0.0
not josh,2025-09-27,6.5PRC,600,2757.4,13.4,22.5,117,7547,47.6,24.93,27.4,1.06,1.5,2025-09-27-0002,0,0.4691,False,False,False,False,360000,506.25,13500.0,636.0,900.0,-10.214786244139802,20.04764679423828
not josh,2025-09-22,6.5PRC,500,2747.9,12.6,8.1,162,7733,53.2,24.77,28.5,1.06,0.75,2025-09-22-0417,0,0.7043,False,False,True,False,250000,65.61,4050.0,530.0,375.0,-7.703557781990743,2.5030376544370747
josh,2025-09-18,7mmPRC,500,2992.7,12.0,29.1,135,8250,48.0,24.97,5.0,0.93,1.5,2025-09-18-0384,1,0.538,False,False,False,True,250000,846.8100000000001,14550.0,465.0,750.0,-20.57680733252853,20.576807332528535
josh,2025-10-29,7mmPRC,700,3008.0,12.6,19.2,118,8255,48.3,24.6,8.5,0.76,1.0,2025-10-29-0452,0,0.4901,True,False,False,False,490000,368.64,13440.0,532.0,700.0,-9.013854005489105,16.952593782891395
not josh,2025-09-14,6.5PRC,700,2749.3,11.5,19.2,164,7559,48.4,24.69,20.2,0.98,0.75,2025-09-14-0480,1,0.3806,False,False,True,False,490000,368.64,13440.0,686.0,525.0,-18.456224562015723,5.292237231686385
josh,2025-10-08,6.5PRC,700,2743.3,9.8,23.7,356,7569,48.5,25.0,15.8,0.73,0.5,2025-10-08-0437,0,0.3293,False,True,False,False,490000,561.6899999999999,16590.0,511.0,350.0,23.642267991157834,-1.6532284277357776
josh,2025-09-01,7mmPRC,500,2990.0,11.4,15.6,157,8429,48.6,25.02,42.1,0.83,0.75,2025-09-01-0167,0,0.6899,False,False,False,True,250000,243.35999999999999,7800.0,415.0,375.0,-14.35987571385807,6.0954056044326705
josh,2025-10-01,7mmPRC,500,2977.5,9.2,38.1,128,8539,53.7,24.91,24.2,0.74,1.0,2025-10-01-0489,0,0.4776,False,False,True,False,250000,1451.6100000000001,19050.0,370.0,500.0,-23.456702209907583,30.02320971241611
josh,2025-09-20,7mmPRC,300,2988.3,4.7,31.2,199,8212,53.8,25.06,5.7,1.18,0.75,2025-09-20-0535,0,0.7014,True,False,False,False,90000,973.4399999999999,9360.0,354.0,225.0,-29.500179558698683,-10.157726419063291
not josh,2025-10-17,7mmPRC,500,2978.0,10.2,41.7,275,8245,53.8,24.84,8.6,1.11,2.0,2025-10-17-0555,1,0.3344,True,False,False,False,250000,1738.8900000000003,20850.0,555.0,1000.0,3.634394472577334,-41.541318910425794
josh,2025-09-02,7mmPRC,400,2979.1,11.3,6.6,229,8572,53.9,24.52,35.9,0.84,1.0,2025-09-02-0401,1,0.8834,False,False,True,False,160000,43.559999999999995,2640.0,336.0,400.0,-4.329989591337347,-4.981083229470295
not josh,2025-09-13,7mmPRC,800,2991.0,6.9,33.9,35,7797,53.9,24.68,19.5,0.91,2.0,2025-09-13-0058,1,0.266,False,False,True,False,640000,1149.2099999999998,27120.0,728.0,1600.0,27.76925430139682,19.44424119230046
josh,2025-10-31,7mmPRC,600,2993.6,15.1,23.1,304,8107,48.7,24.59,7.6,0.67,2.0,2025-10-31-0037,1,0.6258,False,False,True,False,360000,533.61,13860.0,402.0,1200.0,12.917356070174257,-19.150767926021462
not josh,2025-09-05,7mmPRC,600,2997.3,8.2,21.9,243,8581,48.8,24.82,29.5,1.01,1.5,2025-09-05-0303,1,0.5486,False,False,True,False,360000,479.60999999999996,13140.0,606.0,900.0,-9.942391944296077,-19.513042879725255
josh,2025-09-06,7mmPRC,500,3011.3,10.7,5.7,150,7784,54.0,24.75,5.0,1.01,0.75,2025-09-06-0450,0,0.8026,True,False,False,False,250000,32.49,2850.0,505.0,375.0,-4.936344801571301,2.8499999999999996
josh,2025-09-26,6.5PRC,300,2734.0,5.0,33.9,322,7619,54.1,24.43,13.2,0.95,1.5,2025-09-26-0175,1,0.7619,False,False,True,False,90000,1149.2099999999998,10170.0,285.0,450.0,26.713564547267875,-20.87092401353981
josh,2025-10-06,6.5PRC,700,2747.8,14.2,26.1,32,8248,48.8,25.01,13.5,1.0,1.0,2025-10-06-0581,0,0.3232,True,False,False,False,490000,681.21,18270.0,700.0,700.0,22.13405530968272,13.83089279648665
josh,2025-09-27,7mmPRC,400,2977.0,10.2,46.2,184,8318,54.2,24.95,17.6,0.77,1.0,2025-09-27-0287,1,0.4142,True,False,False,False,160000,2134.44,18480.0,308.0,400.0,-46.08745912200388,-3.2227490869785878
josh,2025-10-11,7mmPRC,300,2990.7,6.1,18.9,72,8121,49.1,24.56,5.9,0.4,0.75,2025-10-11-0261,1,0.8877,True,False,False,False,90000,357.2099999999999,5670.0,120.0,225.0,5.840421193686506,17.9749681579784
josh,2025-09-30,7mmPRC,900,2991.2,7.1,16.5,172,8005,49.4,24.54,5.0,0.81,1.0,2025-09-30-0315,0,0.4164,False,False,True,False,810000,272.25,14850.0,729.0,900.0,-16.33942313423591,2.296356165841078
